100_L1P,100_L1F,100_L2P,100_L2F,100_LIP,100_LIF,100_TP,100_TF,200_L1P,200_L1F,200_L2P,200_L2F,200_LIP,200_LIF,200_TP,200_TF,500_L1P,500_L1F,500_L2P,500_L2F,500_LIP,500_LIF,500_TP,500_TF,1000_L1P,1000_L1F,1000_L2P,1000_L2F,1000_LIP,1000_LIF,1000_TP,1000_TF,2000_L1P,2000_L1F,2000_L2P,2000_L2F,2000_LIP,2000_LIF,2000_TP,2000_TF,5000_L1P,5000_L1F,5000_L2P,5000_L2F,5000_LIP,5000_LIF,5000_TP,5000_TF,10000_L1P,10000_L1F,10000_L2P,10000_L2F,10000_LIP,10000_LIF,10000_TP,10000_TF,20000_L1P,20000_L1F,20000_L2P,20000_L2F,20000_LIP,20000_LIF,20000_TP,20000_TF,50000_L1P,50000_L1F,50000_L2P,50000_L2F,50000_LIP,50000_LIF,50000_TP,50000_TF
0.08399391463756599,-0.07474861973769259,0.9568997771307765,0.9153432901077261,3.9455686264067764,3.9261186004326154,-8.137259322760952,-8.342558381697097,0.08167742711782114,-0.07518488196236088,0.9560991286975429,0.9160802206960863,3.9475847856309376,3.9267148523869984,-8.064021995033995,-8.390778200841225,0.08169242349396544,-0.0740811040901466,0.9561186041351549,0.9160757761097075,3.948234622875423,3.9273112021964596,-7.923203689682368,-8.21957672983178,0.08166030127902318,-0.07202789491348396,0.9562464185157142,0.9160750242963909,3.948410424154533,3.927785100521622,-7.757174672937038,-8.228333220266808,0.08171114463220058,-0.07230027950425418,0.9563413077821012,0.9160746585466831,3.9484859101886567,3.927787203910992,-7.520129895445736,-8.167176913112888,0.08168040101027714,-0.07071087117270768,0.9565478140023432,0.9160744467665997,3.948608395264891,3.928071865249501,-6.9950473680036085,-7.9929760433684915,0.08174881568694391,-0.07010016498609359,0.9566362109441684,0.9160743716093753,3.9486798136929417,3.9281742498115326,-6.456255660066181,-7.689704545135363,0.08175971058193611,-0.06973173860384642,0.9567342340513302,0.9160743402645366,3.9487029785148895,3.9282338579754037,-5.855830637616284,-7.24862032446751,0.08189663045531344,-0.06928462629683184,0.9568398508587506,0.916074325205296,3.9487408841555953,3.9283023271626036,-4.868900157939132,-6.300531883164388
-0.03344594684670907,-0.18184767022690213,0.8873131175792499,0.8776488970732428,3.851919999339964,3.9025530572571343,-7.35276911647822,-7.807434034426826,-0.03800854298380818,-0.19446427608550643,0.8934444867071892,0.8803611009881711,3.8667305043659397,3.904768687377913,-7.327034729640486,-7.81265018822019,-0.040823922183180913,-0.20012410574416747,0.8942506279077028,0.8804127756079086,3.875922969260157,3.907069528508295,-7.168791797451165,-7.734208560149155,-0.028468235253026764,-0.20129239928657858,0.9026515507492828,0.8806162205596065,3.8844887470688785,3.9079989437730562,-6.9918652867572915,-7.7037729251967955,0.03702874860343725,-0.2021885490963848,0.9069730173534221,0.8807456049720721,3.887587300247964,3.908675796200754,-6.719633979804456,-7.562731632977133,0.03906347932067268,-0.2021250284993884,0.907291547734184,0.8807447561202474,3.891032018338983,3.909369120129476,-6.236635385310422,-7.434454736691721,0.03938416737736193,-0.20217425694687358,0.9080656280910755,0.880744280537452,3.8923915897250727,3.9097041701888537,-5.69159162605179,-7.167152420921572,0.040201781011417415,-0.20214105529702717,0.9083943895766002,0.8807438152274275,3.89397653789011,3.9099287315174043,-5.053887170658631,-6.851121241787342,0.0404523907237363,-0.20188313007079314,0.9084491610196386,0.8807436562355264,3.89476461258229,3.9100963483124707,-4.14950201999306,-6.154810878240736
-0.12041162587648535,-0.41733314252452575,0.8617021439351933,0.8043035949063374,3.8545176355777677,3.864514462523732,-6.316048774932778,-6.893869836237579,-0.15444975116671067,-0.4448946981620041,0.8593837227242825,0.8057005673215387,3.8604595426576336,3.867443849404168,-6.257252743772975,-6.863372744220821,-0.14930952905186934,-0.4594594191218804,0.8610633168762708,0.8071924524117762,3.861069892801961,3.8717434822208343,-6.145867864760531,-6.840096454479872,-0.1474966784318554,-0.45978711415762175,0.8773325447650195,0.8071652904864085,3.872471385905558,3.8730307377370674,-5.999222677072568,-6.786595690453156,-0.14089784699150198,-0.4551790899510864,0.8778022366083853,0.8071038053551579,3.8737606802841533,3.8731051128132195,-5.7243442215583675,-6.730811074688038,-0.14099449546175716,-0.45213419510834363,0.8780066785083742,0.8070877169630096,3.8788626526356254,3.875000289035098,-5.213561657139859,-6.614995357249194,-0.13958785104358606,-0.4520411424469557,0.8780743921354218,0.8070846741083627,3.8807759804540494,3.875744103156281,-4.698765643923294,-6.420916006449558,-0.13858102924426366,-0.4495570670024628,0.8780956327874995,0.8070778181858589,3.8824536782636923,3.876141380159142,-4.110934362041083,-6.142344021877704,-0.1376397423821313,-0.44789451889367604,0.878281823184518,0.8070788155565097,3.883214820303361,3.8766168946461588,-3.1938711362514165,-5.524263713100124
-0.20090494154227245,-0.4471014498243393,0.641386973592549,0.750053037296344,3.701602205714645,3.818611259483334,-5.006690945586594,-5.687128675099377,-0.33214974339919295,-0.4917877941404576,0.5404554528298903,0.7405114906539221,3.6114312435695037,3.819245781296023,-4.976644598092478,-5.675138607566334,-0.379074505123486,-0.5246427864850282,0.5263701380757599,0.7406955448086822,3.629698120162471,3.8240748402873637,-4.89577971900938,-5.658874710242871,-0.3962565641341416,-0.5227562781318152,0.5251140265149492,0.7453364536023676,3.656208148806251,3.8282329414488805,-4.744903623091876,-5.610888860281476,-0.3911536050948409,-0.5231974150349571,0.5275338571630058,0.7468685964078584,3.6756583649423535,3.829042817421532,-4.525877603897986,-5.576228903783084,-0.3892458406900174,-0.5198713865196875,0.5432880088485879,0.7469528788653995,3.6794174174289433,3.8312470978612527,-4.05861777738722,-5.467006085332015,-0.3880323817530332,-0.5173899946567657,0.5492802603146338,0.7471697048885307,3.6804758628185925,3.832959037248155,-3.6183004289164593,-5.354496052693692,-0.3884970130222287,-0.515072220826352,0.5563582813342601,0.7471546006067726,3.6936552687091697,3.8334413839645207,-3.047091184340885,-5.1136342571085285,-0.38831226326148394,-0.5132704406186888,0.5557750111905451,0.7471474138216257,3.696768574608783,3.8348809415716256,-2.195488281573193,-4.62306942125399
-0.20677188759384335,-0.48778307043368635,0.6313662589477086,0.688429173504729,3.686753828985396,3.766048679157616,-3.4852529754244017,-4.356067080204898,-0.39100382135745776,-0.5742538090638806,0.43874562100903935,0.673254353717896,3.5439075113064633,3.751895816249205,-3.4856290842029725,-4.346315976414755,-0.5671558359807054,-0.6834161176734121,0.29538031067455917,0.6556287315495425,3.4014777179104416,3.7584211616926733,-3.5031251659640765,-4.337785202477504,-0.6766503396268122,-0.7233445001190801,0.1935318259360067,0.6503540364623389,3.3331600505764136,3.7635580673752775,-3.382344185693368,-4.3126059732115944,-0.7415374871399031,-0.7443009926557987,0.1645179975118478,0.6580810798098866,3.282500581207763,3.7627158343335037,-3.2110507691051957,-4.289338791307897,-0.7603554634366015,-0.7583772277038963,0.17568265238610273,0.6649728235170035,3.275333218693257,3.766108687705864,-2.8267721586868326,-4.22129434412934,-0.7692023510842537,-0.7606249041927011,0.1662743419006764,0.6688936915850056,3.284135611384257,3.768018631887365,-2.4191427695405436,-4.1185009621745206,-0.7728522202846417,-0.76102099082731,0.18690050256781565,0.6689072159593171,3.3127479316507897,3.770086562521565,-1.9038218225833197,-3.940902859460105,-0.7764760049316287,-0.762262625895334,0.1896453219201996,0.6688624895482582,3.3282875054018457,3.7716014445144825,-1.0795876616798024,-3.5265462459063808
,,,,,,,,-0.39405742154332823,-0.6557409729746458,0.4376801831734041,0.5696238979890728,3.489253288493582,3.646339689200814,-2.062587328103081,-2.9834211899079297,-0.6312421937002118,-0.8338252177008004,0.23317672877153428,0.5427883683483555,3.31481404401185,3.6338785951095494,-2.01794548322225,-2.962347812960392,-0.8240323965044404,-0.928400238726118,0.0858401182176818,0.5300032314510396,3.2097075815024603,3.634041461339525,-1.9313344990223453,-2.9444745003336132,-0.9911770281974052,-1.0152950760540558,-0.07556477963023402,0.5247280686777387,3.164260430026256,3.627633593835095,-1.8480640161223982,-2.9339389074884132,-1.0883113172380983,-1.077179817012018,-0.13560762343209457,0.5217756962644248,3.127221381359983,3.6293881499531144,-1.5548866941512236,-2.8882972086644374,-1.1222198865687876,-1.101476245345322,-0.14627299805036156,0.5207963539016678,3.248213622163819,3.6336211815785227,-1.1751266734487664,-2.803384765817239,-1.1402276538740597,-1.1120401693543012,-0.1578504128106393,0.5205531608884505,3.267835294884994,3.6357467838707356,-0.6929284654591686,-2.6650514625190755,-1.14945286326231,-1.1181136066613224,-0.1540818378453228,0.5203332787462925,3.325752100636877,3.638874895639487,0.08639658209453689,-2.3356678244831173
,,,,,,,,,,,,,,,,-0.6392887267239928,-0.8518040737760051,0.22621139921164005,0.5057150675486476,3.317348115603284,3.583272379542238,-0.6174191524650051,-1.5716102689568912,-0.8708435699486907,-0.9647813416518448,0.05570540471942845,0.4872934068918885,3.2007053188320214,3.576483951130963,-0.5587044021351556,-1.5687427127510318,-1.1041564358940272,-1.0710022869612523,-0.15125672226247905,0.4735611089181259,3.0844498414668715,3.566913419137482,-0.4332678854404512,-1.5405348951252555,-1.33996614687964,-1.1715536671808007,-0.36372515374014475,0.4690984342540484,2.8971764468960766,3.576015534157702,-0.17584521068053766,-1.514075393336324,-1.4477723968154834,-1.2311186213376422,-0.4730504877357795,0.46705386100249463,2.8815515205853504,3.5783577842190053,0.15808799471089074,-1.4480474891172952,-1.500578688759652,-1.2653980327789622,-0.5247680552442692,0.46310577251140395,2.8855243195833564,3.577900201422996,0.5600838378217728,-1.3428104631746711,-1.5404705334696378,-1.289263436097046,-0.5410463936441406,0.46866733126756205,2.8764615502798216,3.5878211515979705,1.3027080801438802,-1.092804876648258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1256764200387153,-1.161536297984391,-0.15899110272496383,0.3056265016540401,3.0716142571161407,3.425291609992252,0.9719518616194394,-0.10355328624398624,-1.4317272440383955,-1.2969528676873694,-0.42427495936506004,0.2952490259061835,2.859269077611238,3.435001070467285,1.195650794739472,-0.08232663391529936,-1.6342909248783684,-1.3836792915291927,-0.6234285584164925,0.2794559335228389,2.7461092555210826,3.436928648992698,1.493590131565174,-0.04084626295142953,-1.7633066162153155,-1.4570971138110742,-0.742706628083876,0.2794148217080399,2.6605718742086992,3.4629766342541792,1.8859114396168417,0.05182969628750458,-1.8636624508999005,-1.517211510407554,-0.8403934451703378,0.29144710631493664,2.609162350255149,3.613090379524455,2.6019166280057333,0.23970636561897643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4494381194885526,-1.3761039279970864,-0.4328913249449762,0.15511316531680933,2.8602983672647917,3.4088453799223224,3.319110877351033,1.3318212969631942,-1.6881579698070663,-1.482834350420771,-0.6491728614600587,0.13500001698939734,2.7128968343885114,3.3937048388229623,3.3960669666805146,1.386802213518705,-1.8833235347935557,-1.5808476981300341,-0.8155956658217522,0.12930027012046053,2.586776068577161,3.3952803602313097,3.5026514278020344,1.442505939701101,-2.073458578732491,-1.6898711367809427,-1.0056723691241078,0.11979652134922507,2.4427025971005634,3.411874358018868,3.7222305754620577,1.5863901872680028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6981264721143763,-1.6593161161199073,-0.6517590822892857,-0.238001712811816,2.719560613109598,3.1550108252355664,4.9414266658736805,2.7970191813258234,-1.911656797561866,-1.8021329943989728,-0.8293883660341406,-0.2719170960593544,2.5686372190314426,3.1211298937714087,4.9703758528059865,2.8370677979155134,-2.15930649008748,-1.9492007967157328,-1.0585866915542854,-0.29777218227838376,2.4389640971295803,3.085358305042994,5.069071917153477,2.942094551673206
