depth,L1P_mean,L1P_sd,L1P_l,L1P_u,L1F_mean,L1F_sd,L1F_l,L1F_u,L2P_mean,L2P_sd,L2P_l,L2P_u,L2F_mean,L2F_sd,L2F_l,L2F_u,LinftyP_mean,LinftyP_sd,LinftyP_l,LinftyP_u,LinftyF_mean,LinftyF_sd,LinftyF_l,LinftyF_u,timeP_mean,timeP_sd,timeP_l,timeP_u,timeF_mean,timeF_sd,timeF_l,timeF_u
1.0,-0.2121,0.003,-0.2164,-0.2045,-0.3794,0.0113,-0.3984,-0.3526,-0.0997,0.0069,-0.112,-0.0836,-0.2349,0.0016,-0.2361,-0.2298,0.5273,0.0153,0.4859,0.5504,0.4007,0.0255,0.3429,0.4454,-6.914,0.2525,-7.6547,-6.4896,-7.2672,0.2847,-8.1353,-6.9784
2.0,-0.7276,0.0353,-0.7647,-0.639,-1.1885,0.02,-1.2127,-1.139,-0.5273,0.0301,-0.5713,-0.4532,-0.8721,0.0121,-0.8842,-0.8379,0.3822,0.0467,0.3005,0.4808,0.181,0.0529,0.0826,0.2641,-6.0015,0.3062,-6.835,-5.5255,-6.5493,0.2765,-7.3988,-6.0988
3.0,-1.1877,0.0678,-1.2852,-1.0358,-1.7454,0.0433,-1.8037,-1.6523,-0.9757,0.0613,-1.0763,-0.8293,-1.4284,0.0495,-1.491,-1.3186,0.0954,0.0823,-0.062,0.2466,-0.2405,0.0935,-0.3753,-0.0419,-5.1622,0.2967,-5.9891,-4.6999,-5.8987,0.2594,-6.718,-5.6417
4.0,-1.539,0.1013,-1.7226,-1.3533,-1.9625,0.1034,-2.165,-1.7773,-1.3284,0.1029,-1.5267,-1.1389,-1.638,0.118,-1.8668,-1.4218,-0.2207,0.148,-0.4886,0.0697,-0.4413,0.1602,-0.7593,-0.1441,-4.3772,0.2887,-5.2167,-4.0912,-5.2315,0.2707,-6.0306,-5.0237
5.0,-1.7764,0.1317,-2.0325,-1.5322,-1.9432,0.1071,-2.1486,-1.759,-1.5369,0.1487,-1.839,-1.264,-1.6243,0.1226,-1.8743,-1.4179,-0.3785,0.2585,-0.7414,0.3607,-0.4218,0.1744,-0.7323,-0.0455,-3.6299,0.3115,-4.4443,-3.3316,-4.5426,0.2732,-5.3331,-4.3315
6.0,-1.8964,0.1492,-2.1841,-1.6255,-1.9141,0.1066,-2.13,-1.7285,-1.602,0.1758,-1.9318,-1.2917,-1.6018,0.1287,-1.8349,-1.3525,-0.3109,0.4102,-0.7959,0.7814,-0.3978,0.1995,-0.7237,0.0581,-2.8723,0.303,-3.6897,-2.5807,-3.8285,0.2735,-4.6091,-3.6151
7.0,-1.942,0.156,-2.2423,-1.6623,-1.894,0.1074,-2.1068,-1.694,-1.6219,0.1777,-1.9936,-1.3185,-1.5897,0.134,-1.8344,-1.3053,-0.2493,0.4555,-0.8596,0.9648,-0.3653,0.2501,-0.7324,0.4461,-2.1212,0.3083,-2.925,-1.8287,-3.0844,0.2707,-3.8615,-2.8629
8.0,-1.9454,0.1567,-2.2636,-1.6655,-1.8751,0.1084,-2.0856,-1.6765,-1.6252,0.1767,-1.9847,-1.317,-1.5796,0.1423,-1.8238,-1.2683,-0.234,0.4458,-0.8033,0.9557,-0.3351,0.3104,-0.7206,0.6663,-1.3428,0.3042,-2.1429,-1.0534,-2.32,0.2673,-3.0921,-2.098
