method,500_L1,500_L2,500_Linf,500_time,1000_L1,1000_L2,1000_Linf,1000_time,5000_L1,5000_L2,5000_Linf,5000_time
KDE_scott,0.29084956151134983,0.2993807641674524,0.3287329207358093,0.2021055823456071,0.27504148366216497,0.28854032477947716,0.31384737434720206,0.19915248661856716,0.2195505895650015,0.24013581716642884,0.2878967921277253,0.1762607959109303
KDE_cv,0.3219716897016913,0.32703688136164605,0.36262580397331634,0.2314704932342199,0.2943169944036384,0.3138584779593268,0.37414018022970574,0.1326161294874492,0.23436650664236272,0.24604358798035844,0.30211467212775106,0.1388678381092369
DPM,0.3821170883269749,0.3944287052572233,0.4023858756048732,0.5762286579018566,0.3277081585995093,0.36087216818802925,0.3893704768791375,0.5482480429564083,0.26351208191087244,0.28527138785038403,0.3044583186159964,0.4990327710343815
DRBART,0.5362737056932236,0.5460757884770288,0.5298908104880715,0.14751159606817188,0.4859320243108755,0.49561898147096384,0.4843472561021956,0.15009472715112557,0.5562590413836065,0.5590780852875005,0.5433675305525322,0.14544870558822984
