100_L1P,100_L1F,100_L2P,100_L2F,100_LIP,100_LIF,100_TP,100_TF,200_L1P,200_L1F,200_L2P,200_L2F,200_LIP,200_LIF,200_TP,200_TF,500_L1P,500_L1F,500_L2P,500_L2F,500_LIP,500_LIF,500_TP,500_TF,1000_L1P,1000_L1F,1000_L2P,1000_L2F,1000_LIP,1000_LIF,1000_TP,1000_TF,2000_L1P,2000_L1F,2000_L2P,2000_L2F,2000_LIP,2000_LIF,2000_TP,2000_TF,5000_L1P,5000_L1F,5000_L2P,5000_L2F,5000_LIP,5000_LIF,5000_TP,5000_TF,10000_L1P,10000_L1F,10000_L2P,10000_L2F,10000_LIP,10000_LIF,10000_TP,10000_TF,20000_L1P,20000_L1F,20000_L2P,20000_L2F,20000_LIP,20000_LIF,20000_TP,20000_TF,50000_L1P,50000_L1F,50000_L2P,50000_L2F,50000_LIP,50000_LIF,50000_TP,50000_TF
0.00326988,0.00761732,0.00608324,0.01377929,0.02675352,0.01671952,0.18345373,0.25006293,0.00313431,0.00673894,0.00669278,0.01208428,0.02680173,0.01177753,0.1492576,0.15061352,0.00268555,0.00466295,0.00562738,0.00923045,0.02013245,0.00750697,0.12651641,0.13987744,0.0020677,0.00410404,0.00446717,0.0078915,0.01463916,0.00549258,0.12211765,0.16665907,0.0016403,0.00344055,0.00359903,0.00632429,0.01151995,0.00379171,0.2027027,0.19584178,0.00128623,0.00313311,0.00284091,0.00647334,0.00852356,0.00254689,0.23124842,0.24168549,0.0011636,0.00177634,0.00258576,0.00348753,0.0067998,0.00165581,0.19657642,0.27941827,0.00084456,0.00327173,0.00189134,0.00681654,0.00540617,0.00114327,0.27949033,0.40377137,0.00068941,0.00153651,0.00155273,0.0031121,0.00368078,0.00069005,0.30326029,0.41097919
0.01289392,0.02245287,0.02870851,0.01184406,0.04771036,0.03651769,0.25884192,0.23957224,0.01121857,0.01560223,0.02478433,0.0061021,0.04724139,0.02564948,0.26510901,0.23636651,0.00934517,0.00992422,0.02007713,0.00475179,0.04489149,0.01559186,0.23631715,0.28143137,0.00733211,0.008285,0.01476968,0.00392903,0.03169649,0.01174739,0.21597168,0.25397681,0.00609846,0.00638916,0.01213425,0.00345668,0.02809511,0.0079933,0.25541745,0.25484759,0.00489611,0.00456957,0.00977967,0.00276643,0.01743524,0.00581201,0.28986609,0.27984249,0.00520023,0.00346907,0.01051299,0.00217331,0.01099306,0.00360917,0.24323879,0.33344518,0.00316608,0.00268201,0.0062505,0.0017758,0.00640027,0.00288317,0.24426805,0.39639617,0.001932,0.00177547,0.00376699,0.00118283,0.00494601,0.00204474,0.28435023,0.45224059
0.02704855,0.03606074,0.0420657,0.02979634,0.11913644,0.08998581,0.24113753,0.29065866,0.02157228,0.02354587,0.03575583,0.02016821,0.09121107,0.06867258,0.21057907,0.29297959,0.0122678,0.0130871,0.02363573,0.01472096,0.06297516,0.04543775,0.21076786,0.30030145,0.01058359,0.01131513,0.01952278,0.01370215,0.0461959,0.03438279,0.20930512,0.24058154,0.0091935,0.00849195,0.01717372,0.01021246,0.03992745,0.02460557,0.22404625,0.30363082,0.0066421,0.00715577,0.01218343,0.00949966,0.02683549,0.0194072,0.21864678,0.31914475,0.00564091,0.0049912,0.01013308,0.00682913,0.02325059,0.01424084,0.18361632,0.29161451,0.00415588,0.0043185,0.00746407,0.00611391,0.01525597,0.01149297,0.2488323,0.35292389,0.00389162,0.00362903,0.006966,0.00418047,0.01564869,0.0075655,0.26678689,0.34133763
0.03192427,0.05415702,0.04528782,0.05911085,0.15684974,0.10086735,0.21881897,0.2259687,0.03067128,0.04011626,0.04231762,0.04401103,0.13034277,0.0839496,0.21176236,0.2386867,0.02610559,0.02054455,0.03734864,0.02523979,0.09185081,0.06434723,0.20348617,0.21472656,0.01864086,0.01468337,0.02552346,0.01948444,0.05463905,0.05410648,0.19519226,0.23188201,0.01828872,0.01391362,0.0273079,0.01807379,0.04856348,0.04097578,0.25342918,0.28002503,0.01305115,0.00986506,0.0185058,0.01302652,0.03380201,0.0262898,0.22571572,0.28798545,0.01113462,0.00979596,0.01679495,0.01509245,0.02688437,0.0254624,0.19959707,0.23774045,0.00914871,0.00928405,0.01379756,0.01451414,0.01954879,0.02182397,0.22160978,0.28325951,0.00518109,0.00659031,0.00770005,0.01041706,0.01106693,0.01448482,0.26215746,0.31908496
0.03182024,0.05675114,0.04507043,0.06210561,0.16587985,0.10152389,0.23807974,0.24458879,0.03277044,0.04919974,0.04442983,0.05649421,0.15705743,0.1038495,0.21789802,0.20494016,0.03264064,0.03295214,0.04432473,0.03769624,0.13989493,0.10431648,0.17159239,0.18650018,0.02824543,0.01917338,0.03748645,0.02699263,0.10830762,0.09975698,0.17716494,0.21472015,0.02704886,0.01471466,0.03595712,0.02148869,0.0743302,0.09373627,0.24537104,0.24946162,0.01987782,0.01128739,0.02660483,0.0166803,0.05568531,0.06838348,0.22019542,0.26529087,0.01334978,0.00879654,0.01794307,0.01439837,0.04139052,0.05527089,0.15775933,0.2176106,0.01459906,0.00731554,0.01975438,0.01067183,0.03212587,0.03779555,0.22816338,0.25804657,0.0097999,0.00526767,0.01348856,0.00787836,0.02126847,0.02223455,0.25719691,0.30666987
,,,,,,,,0.03306496,0.05061252,0.04491264,0.05852755,0.16475791,0.10338545,0.21205012,0.19676373,0.0353863,0.03979776,0.04903387,0.04751176,0.16363265,0.11149436,0.19379281,0.20040361,0.03549868,0.02808294,0.04581735,0.03573873,0.14156302,0.09248163,0.17595363,0.16953979,0.03463517,0.02863642,0.04449505,0.03140572,0.11772495,0.08782608,0.22479414,0.23126051,0.02536033,0.0238298,0.03178334,0.02393789,0.07816911,0.06759782,0.21523673,0.25251194,0.01556216,0.01538599,0.01800569,0.01728534,0.05029793,0.06080102,0.17559801,0.17386026,0.02085014,0.0089029,0.02560986,0.01192886,0.05298604,0.04373646,0.20613121,0.24716476,0.01205532,0.00718942,0.01381371,0.00997397,0.03423768,0.03367509,0.279848,0.29247046
,,,,,,,,,,,,,,,,0.03611536,0.04154135,0.05002511,0.04978793,0.1663067,0.11439468,0.19273871,0.15156669,0.03711101,0.03200552,0.048537,0.04087078,0.15473375,0.09860826,0.17895938,0.14608699,0.03800753,0.03500793,0.04835383,0.04075134,0.13661007,0.0922496,0.23517224,0.22501974,0.03723625,0.03239786,0.04634692,0.03879908,0.13328478,0.09425496,0.23492849,0.22664048,0.03213444,0.02237211,0.03848207,0.02631115,0.09999144,0.06792445,0.19282896,0.16750245,0.02493238,0.01315061,0.02871078,0.01476306,0.06692942,0.05368548,0.1868209,0.23834436,0.02300204,0.00885532,0.0266988,0.00953136,0.04670714,0.03779676,0.25812964,0.28673165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0376913,0.03643623,0.04816467,0.04262404,0.13939281,0.09372733,0.25493175,0.21349063,0.0388769,0.03613259,0.04877277,0.04476467,0.1534507,0.10913918,0.24040852,0.21846352,0.03593415,0.02821049,0.0439513,0.03529494,0.1372057,0.0947027,0.16824662,0.14171198,0.02675863,0.01986821,0.03112466,0.02313412,0.12156147,0.07735485,0.21052553,0.23134878,0.02525335,0.01469676,0.02800402,0.01733977,0.07546205,0.06722651,0.27473191,0.27801594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03702233,0.03677671,0.04664796,0.04602491,0.15998846,0.11167393,0.19919161,0.22173423,0.03296597,0.0292483,0.04162481,0.03700928,0.13752041,0.09787377,0.1331656,0.1521319,0.03776603,0.02321397,0.04547066,0.02828526,0.16195344,0.07910532,0.21861994,0.20330649,0.02897215,0.01851843,0.0332236,0.02273573,0.13678283,0.0733753,0.26281888,0.26793054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03428268,0.02963608,0.04310947,0.03749948,0.13743297,0.10030543,0.11236387,0.13882739,0.03025441,0.02378626,0.03641335,0.02908292,0.16827423,0.08710017,0.22130594,0.22922303,0.03815446,0.02031501,0.04554909,0.0253694,0.17347958,0.07799367,0.2588049,0.25191426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04078566,0.0207343,0.04731855,0.026101,0.17578965,0.07859962,0.25287384,0.26001721
