1000_L1P,1000_L1F,1000_L2P,1000_L2F,1000_LIP,1000_LIF,1000_TP,1000_TF
-0.348591996796599,-0.4134140375077825,0.16860470561705707,0.1572873687728752,1.9780099674171923,1.9711525234404537,-7.01804714640446,-7.100604193339981
-0.7946230898926919,-0.8351641771944908,-0.2978156107075123,-0.1044487617522132,1.3842622595575838,1.8178229823648833,-6.479330766792973,-6.36076784970206
-1.1332222671178986,-1.0303442033740131,-0.5056061060678854,-0.1783402833405166,1.4766963967324558,1.71484035482532,-5.790939507475347,-5.679836543481297
-1.583298746579849,-1.3954943283623311,-0.9771872236017698,-0.43080656005576023,1.1820840278771432,1.4051390871956193,-5.038535277802251,-4.993682739276965
-1.842699422292381,-1.5114182296191623,-1.1910228341645348,-0.5840383788610695,1.0404002145725533,1.4679464815761465,-4.3094583287545865,-4.299267103102905
-1.8683356299790361,-1.8277036174039913,-1.1849189343120268,-1.099545480997103,1.0777794278690165,1.1323762352982027,-3.557393422539026,-3.588727864464155
-1.8715448247467623,-1.9028872121613258,-1.177099997847176,-1.2827942185249217,1.106208921703547,0.957054448039238,-2.8081508471071697,-2.9577639648039553
-1.8698115821695973,-1.8965549774265653,-1.1752283554749936,-1.2730066179866915,1.1178887865647418,0.9664332166024517,-2.1101998141887326,-2.27493445070803
