depth,L1P_mean,L1P_sd,L1P_l,L1P_u,L1F_mean,L1F_sd,L1F_l,L1F_u,L2P_mean,L2P_sd,L2P_l,L2P_u,L2F_mean,L2F_sd,L2F_l,L2F_u,LinftyP_mean,LinftyP_sd,LinftyP_l,LinftyP_u,LinftyF_mean,LinftyF_sd,LinftyF_l,LinftyF_u,timeP_mean,timeP_sd,timeP_l,timeP_u,timeF_mean,timeF_sd,timeF_l,timeF_u
1.0,-0.3593,0.0035,-0.3649,-0.3534,-0.4237,0.0092,-0.4358,-0.4033,0.1644,0.003,0.1613,0.171,0.1525,0.0011,0.1518,0.1559,1.9791,0.0055,1.9734,1.9951,1.9703,0.0062,1.9589,1.9824,-6.9121,0.2792,-7.7009,-6.2044,-7.2303,0.3192,-8.1161,-6.5422
2.0,-0.7853,0.0696,-0.9116,-0.6494,-0.8273,0.0328,-0.8847,-0.7621,-0.2809,0.1001,-0.478,-0.1235,-0.1018,0.003,-0.1048,-0.0929,1.433,0.1186,1.2545,1.6604,1.8159,0.0142,1.7901,1.842,-6.0574,0.3062,-6.8539,-5.4595,-6.5702,0.2979,-7.3975,-5.9109
3.0,-1.1096,0.0732,-1.2335,-0.9398,-0.9965,0.0473,-1.0754,-0.8891,-0.4924,0.0937,-0.6414,-0.2727,-0.1728,0.0097,-0.1827,-0.1505,1.4816,0.1444,1.2434,1.7503,1.7145,0.0328,1.6561,1.7793,-5.2252,0.3147,-5.9876,-4.6584,-5.9241,0.2895,-6.7158,-5.3372
4.0,-1.4755,0.0888,-1.6312,-1.3091,-1.3015,0.0706,-1.4227,-1.1533,-0.8506,0.108,-1.0388,-0.6428,-0.4165,0.0139,-0.4383,-0.3841,1.2713,0.1764,0.9649,1.6119,1.4037,0.0702,1.2862,1.5299,-4.4428,0.3166,-5.2003,-3.9128,-5.2633,0.2824,-6.0282,-4.6791
5.0,-1.6396,0.1017,-1.81,-1.42,-1.387,0.0854,-1.5436,-1.2008,-0.9534,0.1356,-1.2263,-0.7039,-0.5473,0.0358,-0.5935,-0.4532,1.232,0.2133,0.8726,1.7308,1.4566,0.0913,1.2735,1.6338,-3.6804,0.3171,-4.4241,-3.214,-4.5672,0.2802,-5.3087,-3.9903
6.0,-1.6604,0.1077,-1.8446,-1.4377,-1.6279,0.1112,-1.8519,-1.416,-0.9447,0.1448,-1.2285,-0.6803,-0.965,0.1023,-1.1414,-0.7359,1.2606,0.2621,0.871,1.9025,1.2144,0.1398,0.9862,1.5059,-2.9332,0.3077,-3.6623,-2.4276,-3.8627,0.2817,-4.5987,-3.2838
7.0,-1.6556,0.1078,-1.8387,-1.4338,-1.6561,0.1201,-1.8824,-1.4305,-0.9365,0.1424,-1.2185,-0.6826,-1.0442,0.1534,-1.3083,-0.748,1.305,0.3045,0.8937,2.1951,1.1296,0.199,0.7689,1.5247,-2.1806,0.3065,-2.9086,-1.667,-3.1246,0.2799,-3.858,-2.513
8.0,-1.6526,0.1073,-1.8331,-1.4298,-1.6396,0.1218,-1.8809,-1.3888,-0.935,0.1421,-1.2122,-0.6807,-1.0132,0.1617,-1.2919,-0.7053,1.301,0.2958,0.8892,2.1879,1.172,0.2298,0.7992,1.6857,-1.3899,0.2997,-2.1138,-0.8437,-2.361,0.2789,-3.0993,-1.7674
