500_L1P,500_L1F,500_L2P,500_L2F,500_LIP,500_LIF,500_TP,500_TF,1000_L1P,1000_L1F,1000_L2P,1000_L2F,1000_LIP,1000_LIF,1000_TP,1000_TF,5000_L1P,5000_L1F,5000_L2P,5000_L2F,5000_LIP,5000_LIF,5000_TP,5000_TF,50000_L1P,50000_L1F,50000_L2P,50000_L2F,50000_LIP,50000_LIF,50000_TP,50000_TF
0.0007418123424495285,0.015390907383714725,0.0016576532063172858,0.0003109587438293086,0.0006228752519899689,0.002459864640956877,0.4129634240947312,0.5101800476666604,0.000540220139190489,0.009697389842573546,0.0011171810662425397,0.00011570981124621986,0.00037288256507239117,0.0015488367815242568,0.16475607165954662,0.2655120807598168,0.0002566490027784909,0.0049793497897619,0.000532323991435415,3.1942642811952905e-05,0.00017657331381867072,0.0007945408701984376,0.43872029776632604,0.5309847658979249,8.543541475363115e-05,0.0015276464034216894,0.00017534458746824708,3.1468094877358115e-06,5.751333162022112e-05,0.00024375114110187238,0.3978558412162852,0.46332514181491047
0.10240477234624837,0.03519090865281343,0.02308355457017491,0.0008401008768419689,0.0035464943224846534,0.004830443154781644,0.368702494736145,0.42789363717206325,0.09970103480619054,0.02256300017628313,0.022895119781397785,0.00030259919325075705,0.0032121923493104707,0.0030457024421244403,0.23265870380432457,0.2537144890693989,0.08356248090690672,0.011432229998956635,0.019851036124968233,8.053588584604619e-05,0.002368397747208603,0.0015731148010888578,0.4758065015657611,0.5319803182983559,0.03817417387020961,0.003666402163654614,0.0099474108826266,8.972075924694927e-06,0.0008009217291422302,0.0004826473477014648,0.4044795757961346,0.45549254328426614
0.06734331770217228,0.03265437149611807,0.15402307404285873,0.0015690396710877567,0.04165813431200759,0.010342722530256898,0.3861349197226533,0.42420113561776157,0.06091836892095732,0.02136729710116837,0.11922948275633327,0.0004671803137296197,0.024606164384677786,0.00627612719160576,0.27118907453347735,0.25832920559877615,0.05107188179623268,0.010071487454722713,0.056781372775847015,0.0001258371996735428,0.011612011364510942,0.00317513853556135,0.4734594206160847,0.5054075571526923,0.03304420659292264,0.0034127760158854867,0.002905694259444191,1.3998614487418903e-05,0.0034592532466437313,0.0010108684635892883,0.3941161156142871,0.4446968978862114
0.08370494862612848,0.06835921781907266,0.11389420885981091,0.008433830462209477,0.19974347042313567,0.022499524414046908,0.36673075679354983,0.40015340408984906,0.08114264074074595,0.0556797603039267,0.1169034404362786,0.00655004472550898,0.20803305768529604,0.013981772732590705,0.28533790196197506,0.253635093914116,0.08363286153101915,0.011248202264277656,0.06549577172378364,0.00045415478129485045,0.12649545467223663,0.006949557626696227,0.4705810522334738,0.5052344527154323,0.06370047205462938,0.0037540571789450384,0.022557799438900183,4.647992847291984e-05,0.013560055632810685,0.002231250536715722,0.3998265102174641,0.445956687226263
0.12353334043301042,0.08671311108527922,0.12084813947519353,0.013120835946158933,0.2146987437433286,0.055447550354938,0.36636298230736136,0.39954181156461344,0.12107002433098009,0.07842203577305855,0.12487395489863,0.009788231072650562,0.18046016066054063,0.03274057990374565,0.3014142383753442,0.2560986865446328,0.0947965347036251,0.016244437152825107,0.06939808345050759,0.0009855909928838842,0.07755225791823618,0.017341463446032906,0.47246922312493383,0.5147858986040489,0.08854961383135757,0.006896374669311053,0.03613779971441362,0.00018956284376372298,0.02360649529513654,0.005281357210870838,0.40582346527170526,0.44751561609026785
0.13194317223338226,0.12494111388207467,0.13748937383344464,0.044554334603751806,0.29682660330547317,0.12028782757576875,0.3661670072297724,0.4061266300452914,0.11871983342501165,0.13430788053341566,0.1262179682077654,0.036745839565722443,0.23278156515599716,0.07932456884571361,0.2999296048812296,0.25112997318140584,0.09463174543944364,0.03893466796915415,0.08284859643096157,0.005741232191700755,0.1228135897394921,0.04263897553627457,0.49064681853772174,0.5114705869515304,0.09753165249131185,0.021419088906440446,0.05897868218194152,0.0011062989105335797,0.0791130470769349,0.012812348460653636,0.40622230278240823,0.44853674879378674
0.14300568662399366,0.1311011771704203,0.14658290776712482,0.06550276179943279,0.39677917251299255,0.1340932954492988,0.4773489335604461,0.48823021490706925,0.11993311404814043,0.14616532588873557,0.139317401682262,0.05735859624020024,0.3000373523182995,0.09319284762070702,0.29351028187508793,0.244503121065371,0.08809366858813127,0.04455384780222079,0.084407168809615,0.009404012617350334,0.17301121255691349,0.03856678620801182,0.49422117951409045,0.5223560129221495,0.056836288215708144,0.029047638347033583,0.0423144404200878,0.001963713361914121,0.09722039445167076,0.018556560446464438,0.4096125283067968,0.4331042616577646
0.14377079288428238,0.14202752878899952,0.14560887581072307,0.12289976011112919,0.4288029344983664,0.18921607708796523,0.4766767164970553,0.4811458644709118,0.1195665960018258,0.16993282794563325,0.14288650721962107,0.13547373317425432,0.3751320746755731,0.18073681805974146,0.30326610877434945,0.2546454947972323,0.08375935753037622,0.06632116812981365,0.09434750076442416,0.053696455988910985,0.17579029602154161,0.12047501759954751,0.49797104355725347,0.4972506136622863,0.05645763885147688,0.04562222416861108,0.050098120354077055,0.007584884292990497,0.1117323307597924,0.04195174514664041,0.4137022644911989,0.43141287941525436
,,,,,,,,,,,,,,,,0.08252719094054402,0.07938080755712648,0.09666041422979534,0.10450879471555453,0.17030775088530672,0.1590780933948659,0.42913059838684525,0.45252333265568356,0.058255638641185964,0.0598434404188186,0.054765391764908224,0.027032158110992643,0.12033430055739892,0.07617879052033522,0.37277685032707175,0.3623387437503399
,,,,,,,,,,,,,,,,0.08215913791420894,0.08197786277278632,0.09688975678936705,0.11323143402493151,0.20270977332003592,0.16525392718915993,0.4331846399506412,0.4433378271566207,0.05402551032473377,0.06781420210287814,0.05532585983955991,0.0581327700168248,0.13024276205065216,0.11445302248467336,0.3895822393364542,0.3698525184094412
,,,,,,,,,,,,,,,,,,,,,,,,0.054682263015449845,0.06706879595396908,0.05599701470437824,0.05976796733184683,0.14222856296798103,0.11176158552659059,0.4536195500836723,0.4342958507119678
,,,,,,,,,,,,,,,,,,,,,,,,0.05496875686913689,0.06700984202991554,0.05646891537544339,0.05876848607939724,0.13304338899088322,0.109588098147774,0.4275898688770324,0.42411834219774774
