1000_L1P,1000_L1F,1000_L2P,1000_L2F,1000_LIP,1000_LIF,1000_TP,1000_TF
0.44338972110281843,0.593189208489283,1.6644796967674256,1.733331955706327,3.8623629447505907,3.832645652682919,-6.665078021784833,-6.789669511704997
-0.14893280576822157,0.5034343134430358,1.1903165013539267,1.7010940544709052,3.5989094670545745,3.7883755213365924,-6.177063183389067,-6.009783104728013
-0.684176725136132,0.3255368096453795,0.6897342416004615,1.6296208835752113,3.3180907138521976,3.6934829681943873,-5.313474438745384,-5.20505018847358
-1.1336695847261906,-0.040475607570469314,0.26519246254825546,1.4515813088500782,2.9636876377367547,3.4769474658497845,-4.696169982640391,-4.592685967375374
-1.4734738204591007,-0.24919397363709134,0.013618072697070988,1.269128357396138,2.796753368501668,3.4703267339795785,-4.064660800697059,-3.888723873285109
-1.680225205507625,-0.9879261246789546,-0.07227276556724006,0.6578651044998375,2.7892105936563936,3.2755182904237006,-3.3269061395830763,-3.186521395310581
-1.8045126171006733,-1.438324845731932,-0.10532735635538674,0.24264294103600503,3.11538912157522,2.901838294845107,-2.5735849710063565,-2.6168564669927603
-1.8743667458834656,-1.6514123000554461,-0.11521943907689754,0.04690134230119363,3.3354549644542084,2.814393345463729,-1.7932010895275765,-1.9003256910720778
